timestamp_us,channel,fsr_value,intensity
1759759094813483,0,0.395536,soft
1759759097216108,0,0.473771,soft
1759759098496085,0,0.350485,soft
1759759102296019,0,0.301232,soft
1759759107130600,0,0.441499,soft
1759759108658573,0,0.327228,soft
1759759118130407,0,0.341732,soft
1759759118698397,0,0.344006,soft
1759759122999656,0,0.644128,soft
1759759124506296,0,0.529827,soft
1759759130266195,0,0.390507,soft
